lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,canonical_smiles
P,phenyl,phenyl,C1,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F
P,phenyl,phenyl,C2,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F
P,phenyl,phenyl,C3,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F
P,phenyl,phenyl,C4,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F
P,phenyl,phenyl,C5,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F
P,phenyl,phenyl,C6,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F
P,phenyl,phenyl,C1,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Fc1c(F)c(F)c(B(CP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1F
P,phenyl,phenyl,C2,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Fc1c(F)c(F)c(B(CCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1F
P,phenyl,phenyl,C3,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Fc1c(F)c(F)c(B(CCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1F
P,phenyl,phenyl,C4,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1F
P,phenyl,phenyl,C5,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1F
P,phenyl,phenyl,C6,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1F
P,phenyl,phenyl,C1,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
P,phenyl,phenyl,C2,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
P,phenyl,phenyl,C3,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
P,phenyl,phenyl,C4,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
P,phenyl,phenyl,C5,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
P,phenyl,phenyl,C6,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
P,phenyl,phenyl,C1,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1
P,phenyl,phenyl,C2,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1
P,phenyl,phenyl,C3,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1
P,phenyl,phenyl,C4,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1
P,phenyl,phenyl,C5,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1
P,phenyl,phenyl,C6,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1
P,phenyl,phenyl,C1,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
P,phenyl,phenyl,C2,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
P,phenyl,phenyl,C3,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
P,phenyl,phenyl,C4,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
P,phenyl,phenyl,C5,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
P,phenyl,phenyl,C6,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
P,phenyl,mesityl,C1,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CB(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C2,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CCB(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C3,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CCCB(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C4,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CCCCB(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C5,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CCCCCB(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C6,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C1,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)cc1
P,phenyl,mesityl,C2,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)cc1
P,phenyl,mesityl,C3,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)cc1
P,phenyl,mesityl,C4,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)cc1
P,phenyl,mesityl,C5,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)cc1
P,phenyl,mesityl,C6,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)cc1
P,phenyl,mesityl,C1,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1
P,phenyl,mesityl,C2,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1
P,phenyl,mesityl,C3,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1
P,phenyl,mesityl,C4,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1
P,phenyl,mesityl,C5,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1
P,phenyl,mesityl,C6,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1
P,phenyl,mesityl,C1,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1
P,phenyl,mesityl,C2,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1
P,phenyl,mesityl,C3,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1
P,phenyl,mesityl,C4,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1
P,phenyl,mesityl,C5,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1
P,phenyl,mesityl,C6,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1
P,phenyl,mesityl,C1,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CB(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1
P,phenyl,mesityl,C2,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_phenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CCB(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1
P,phenyl,mesityl,C3,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_phenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CCCB(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1
P,phenyl,mesityl,C4,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_phenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CCCCB(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1
P,phenyl,mesityl,C5,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_phenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CCCCCB(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1
P,phenyl,mesityl,C6,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_phenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1
P,phenyl,mesityl,C1,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C2,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C3,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCCB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C4,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCCCB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C5,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCCCCB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C6,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1
P,phenyl,mesityl,C1,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1
P,phenyl,mesityl,C2,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1
P,phenyl,mesityl,C3,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1
P,phenyl,mesityl,C4,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1
P,phenyl,mesityl,C5,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1
P,phenyl,mesityl,C6,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1
P,phenyl,mesityl,C1,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1
P,phenyl,mesityl,C2,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1
P,phenyl,mesityl,C3,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1
P,phenyl,mesityl,C4,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1
P,phenyl,mesityl,C5,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1
P,phenyl,mesityl,C6,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1
P,phenyl,mesityl,C1,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)cc1
P,phenyl,mesityl,C2,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)cc1
P,phenyl,mesityl,C3,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)cc1
P,phenyl,mesityl,C4,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)cc1
P,phenyl,mesityl,C5,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)cc1
P,phenyl,mesityl,C6,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)cc1
P,phenyl,mesityl,C1,p_tolyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
P,phenyl,mesityl,C2,p_tolyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
P,phenyl,mesityl,C3,p_tolyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C3><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
P,phenyl,mesityl,C4,p_tolyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
